#RUS
EVTOPTA_SoA_5357;Спасибо, что посетили меня, [From.GetFirstName].;x
EVTOPTB_SoA_5357;Моя дорогая, [From.GetFirstName], воистину вас послал сам [Root.Religion.GetRandomGodName]!;x
EVTOPTC_SoA_5357;Мы оба знаем, что ты лишь жаждующая славы самозванка, [From.GetFirstName].;x
EVTOPTD_SoA_5357;Любовь, говоришь? Подойди-ка, присядь рядом...;x
EVTNAME_SoA_5358;Миссия;x
EVTDESC_SoA_5358;[FromFrom.GetFirstName] серьезно смотрит на вас. 'Надеюсь, вы слушали, мой [Root.GetLordLady]. Страна страдает и лишь вы, истинный правитель, можете облегчить ее бремя. Я помогу вам, ибо эту миссию возложил на меня [From.Religion.GetRandomGodName].';x
EVTOPTA_SoA_5358;Очень хорошо.;x
EVTNAME_SoA_5359;Рвение;x
EVTDESC_SoA_5359;[FromFrom.GetFirstName] смотрит на вас со слезами радости в глазах. '[Root.GetLordLady], нет во всем королестве человека достойнее или мудрнее вас. [Root.Religion.GetRandomGodName] укажет вам путь с моей помощью, и люди будут спасены. С мечом праведности в моей руке, ведомые вашей мудростью и волей [Root.Religion.GetRandomGodName], мы победим!;x
EVTOPTA_SoA_5359;Да будет так!;x
EVTNAME_SoA_5360;Недоверие;x
EVTDESC_SoA_5360;На лице [FromFrom.GetFirstName] застыло выражение изумления и непонимания. '[Root.GetLordLady], ваши жестокие слова задели самую мою душу. Я слышала, как меня поливают грязью, но не думала услышать подобного от вас. И тем не менее, моя преданность вам исходит от [Root.Religion.GetRandomGodName] и она сильнее, чем [Root.Religion.GetRandomEvilGodName], что осквернил вашу веру. Я всегда буду вашей верной слугой, мой [Root.GetLordLady]'.\n\nС этими словами [FromFrom.GetFirstName] преклоняет перед вами колено, слезы сожаления текут по ее щекам.;x
EVTOPTA_SoA_5360;Женщина, прекрати эти нелепые игры.;x
EVTNAME_SoA_5361;Любовники;x
EVTDESC_SoA_5361;[FromFrom.GetFirstName] мягко садится рядом и смотрит вам в глаза. Когда вы наклоняетесь и целуете ее, она вздрагивает и шепчет: 'Видит [Root.Religion.GetRandomGodName], как дрожат мои руки от ваших прикосновений. Также как я испытала невообразимую радость и замешательство, когда [Root.Religion.GetRandomGodName] впервые заговорил со мной, так и сейчас я чувствую, как вскипает моя кровь в вашем присутствии. Мне кажется, что волей [Root.Religion.GetRandomGodName] нам суждено быть вместе.';x
EVTOPTA_SoA_5361;Тогда идем в мою спальню, [FromFrom.GetFirstName].;x
EVTNAME_SoA_5362;[FromFrom.GetFirstName] Непорочная;x
EVTDESC_SoA_5362;[FromFrom.GetFirstName] отшатывается от ваших слов, в ее глазах изумление, печаль и злость. 'Именем [Root.Religion.GetRandomGodName], я и помыслить не могла, что [Root.Religion.GetRandomEvilGodNameCap] посеял в вашей душе столь семян зла, что вы покуситесь на мое целомудрие! Я принадлежу [Root.Religion.GetRandomGodName] и никому более. Не беспокойтесь, [Root.Religion.GetRandomEvilGodNameCap] — моя верность вам осталась неизменной, но таковым останется и мое тело, если только его не коснется холодная сталь или пыточный инструмент.';x
EVTOPTA_SoA_5362;Понимаю.;x
EVTNAME_SoA_5364;[From.GetFirstName] и простой народ;x
EVTDESC_SoA_5364;Вся страна гудит от слухов и сплетен о [From.GetFullName], обычной деревенской девушке, сумевшей стать доверенной слугой [Root.GetTitle]. Повсюду расцветает надежда на победу над врагами королевства, и повсеместно крестьяне пересказывают эту фантастическую историю девственнице-спасительнице из самых бедных слоев общества.;x
EVTOPTA_SoA_5364;Она легенда своего времени!;x
EVTNAME_SoA_5366;[From.GetFirstName] просит об аудиенции;x
EVTDESC_SoA_5366;[From.GetFirstName] подходит к вам и просит права высказаться на совете. По ее словам военная система нашей страны уперлась в тупик из-за устаревшей доктрины. Она считает, что полководцам пойдет на пользу сосредоточиться на изучении агрессивных тактик ведения боя и, само собой, религии.\n\nНекоторые высокопоставленные аристократы недовольно переговариваются во время ее речи.;x
EVTOPTA_SoA_5366;Спасибо, [From.GetFirstName], отличная идея!;x
EVTOPTB_SoA_5366;Когда мне понадобится совет, я тебе сообщу.;x
EVTOPTC_SoA_5366;Я устал от этой наглости — аррестуйте ее!;x
EVTNAME_SoA_5368;От имени [From.GetFirstName] и Церкви;x
EVTDESC_SoA_5368;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] подходит к вам как-то утром для частного разговора: '[Root.GetLordLady], среди членов коллегии растет недовольство возвышением этой молодой женщины [From.GetFirstName]. Некоторые считают ее слова откровенной ересью, другие же, откровенно говоря, рассматривают столь быстрый рост влияния этой безродной и необразованной особы, как непосредственную угрозу своему положению. Я лишь хотел посоветовать еще раз задуматься, стоит ли продолжать защищать эту юную девушку с учетом столь значительных потенциальных последствий.';x
EVTOPTA_SoA_5368;Будьте добры, напомните этим самым членам коллегии, кто здесь [Root.GetTitle].;x
EVTOPTB_SoA_5368;Она лишь инструмнт, Церкви не о чем беспокоиться.;x
EVTOPTC_SoA_5368;Очень хорошо, пусть суд решает еретик ли она.;x
EVTNAME_SoA_5370;Влияние [From.GetFirstName];x
EVTDESC_SoA_5370;Мы живем в необычные времени. Влияние [From.GetFirstName] ощущается повсюду, куда ни пойди. Среди простолюдинов ее считают спасительницей нации и практически святой. Среди знати многие очарованы ее набожной невинностью и искренним рвением, несмотря на то что почти все они считают опасным столь быстрый рост ее влияния. Мнения же духовенства разделились: одни видят в ней еретичку, другие - святую.;x
EVTOPTA_SoA_5370;Нам всем стоит попытаться больше походить на нее.;x
EVTOPTB_SoA_5370;Не люблю фанатиков, но пока что буду терпеть ее присутствие.;x
EVTNAME_SoA_5373;Простолюдинка из [From.GetName];x
EVTDESC_SoA_5373;Ваш[Root.get_feminine_ending] [Root.GetChancellorName] [Root.job_chancellor.GetFullName] подошел к вам с обеспокоенным выражением на лице. [Root.job_chancellor.GetSheHe] говорит, что среди знати зреет неудовольствие вашей протеже [FromFrom.GetFirstName]. Многие не согласны с тем, что стоит оказывать безродной девушке из [From.GetName], какой бы компетентной или благочестивой она не была, привелегии, предназначенные для знати. Они опасаются, что это может подать крестьянам плохой пример для подражания. А кроме того, они указывают на многочисленные случае оскорблений и нарушений субординации между [FromFrom.GetFirstName] и различными высокопоставленными военачальниками\n\nПохоже аристократы считают, что и так слишком долго терпели ее присутствие, а некоторых до сих пор забавляет идея аррестовать ее и судить за ересь.;x
EVTOPTA_SoA_5373;Пфф! Их зависть вызвана собственной некомпетентностью.;x
EVTOPTB_SoA_5373;С этого момента я заставлю ее быть более вежливой.;x
EVTOPTC_SoA_5373;Недостаточно благородна, говорите? А ну-ка привидите ее сюда, я посвящу ее в рыцари!;x
EVTOPTD_SoA_5373;Я не стану больше это терпеть. Закуйте её!;x
EVTNAME_SoA_5382;[From.GetFirstName] выходит замуж;x
EVTDESC_SoA_5382;Еще ни разу в вашем королевстве свадьба простолюдинки не привлекала к себе столько внимания. Известия о грядущем замужестве [From.GetFirstName] привели к колокольному звону и спонтанным празднествам среди обычного люда по всей стране.\n\nБыть может, она более и не слуга, но все еще символ страны. Возможно, даже [Root.GetTitle] должен произнести публичный тост в честь молодоженов.;x
EVTOPTA_SoA_5382;И в самом деле!;x
EVTNAME_SoA_5385;[From.GetFirstName] мать;x
EVTDESC_SoA_5385;[From.GetFirstName] Девственница - так ее звали когда-то, но этому пришел конец. Некоторые ее последователи твердят о непорочном зачатии, но духовенство не одобряет подобные слухи. В глазах большинства образ [From.GetFirstName] изменился, но все равно остается предметом восхощения, к тому же вскоре после родов она снова взялась за мечь и села на коня.;x
EVTOPTA_SoA_5385;Вот это сила духа!;x
EVTNAME_SoA_5391;Суд над [From.GetFirstName];x
EVTDESC_SoA_5391;[From.GetFirstName] под судом за ересь. Она утверждает, что [Root.Religion.GetRandomGodName] назначил ее своим вестником. И отрицает свою связь с [Root.Religion.GetRandomGodName], как и обвинения в преднамеренном распространении религиозной смуты, помимо всего прочего. Большинство судей принадлежат к духовенству, так что девушке предстоит столкнуться с очень жесткими распросами. Вокруг замка, где проходит суд, зреет недовольство, там собралось много ее последователей, чтобы помолиться и выразить свою уверенность в ее невиновности. Суд, похоже, затягивается.;x
EVTOPTA_SoA_5391;Мы должны узнать истину.;x
EVTNAME_SoA_5392;Суд над [FromFrom.GetFirstName] — вердикт;x
EVTDESC_SoA_5392;В течении месяца [FromFrom.GetFirstName] подвергалась продолжительным допросам. После дотошного рассмотрения всех законодательных и теологических норм, а также тщательного изучения улик для многих дело все равно выглядит чрезвычайно запутанным. Судя по всему, его суть сводится к тому, во что вы больше склонны поверить: вестник ли она [Root.Religion.GetRandomGodName] или же [Root.Religion.GetRandomEvilGodNameCap]. Или, быть может, вердикт стоит рассматривать с точки зрения политики: нужно ли вас ее оправдать или посадить. Сама юная [FromFrom.GetFirstName] заняла позицию обреченного фатализма. Она говорит, что узрела свою судьбу в видении и знает, что грядет.\nТолпа вокруг суда напряженно ожидает решения. Если [FromFrom.GetFirstName] будет оправдана, сам факт суда несомненно будет означать, что она впала в немилость короны, и никогда уже не займет тех высот, куда однажды забралась. Но в случае признания вины, ее ожидает ужасная смерть на костре. Еретикам не видать милости.;x
EVTOPTA_SoA_5392;Она виновна.;x
EVTOPTB_SoA_5392;Она невиновна.;x
EVTNAME_SoA_5394;Казнь [From.GetFirstName];x
EVTDESC_SoA_5394;Языки пламени потрескивают, поедая древесину, и взбираются все выше и выше. Постепенно [From.GetFirstName] начинает извиваться, когда они касаются ее ступней. Собравшаяся толпа смотрит на происходящее в безмолвной тишине - некоторые, одержимые жаждой смерти, другие, охваченные ужасом от происходящего. Жизнь этой женщины, что на несколько месяцев привлекла внимание всей станы, подходит к концу. Святая или еретичка - мнения на этот вопрос разделились, но кажется несомненным, что память о ней растянется на многие и многие годы. Возможно, со временм ее имя очистят, а может и нет.\nКогда пламя поднимается выше и охватывает тело [From.GetFirstName], она яростно дергается, но не издает не звука. Ее вгляд направлен в небеса, слезы текут по щекам. Многие зрители отворачиваются, но остальные пристально наблюдают за происходящим, не в силах отвести глаз. Постепенно [From.GetFirstName] исчезает за укрывшим ее огнем.;x
EVTOPTA_SoA_5394;Да помилует бог душу [Root.Religion.GetRandomGodName].;x
EVTNAME_SoA_5395;[From.GetFirstName] оправдана;x
EVTDESC_SoA_5395;Оправдание [From.GetFirstName] вызвало смешанную реакцию королевства. Крестьяне устроили праздник, но мнения знати и духовенства оказались не столь однозначными. Сама [From.GetFirstName] проводит дни в молитвах. Они понимает, что отныне не сможет стоять во главе армий или наслаждаться обществом [Root.GetTitle]. Но так как суд оправдал и ее слова, и поступки, похоже, что она обрела мир. Не являясь более одной из ведущих фигур на политической или военной сцене, теперь она намерена провести жизнь в качестве няньки.;x
EVTOPTA_SoA_5395;Теперь ты в безопасности, [From.GetFirstName].;x
EVTNAME_SoA_5398;Годы спустя...;x
EVTDESC_SoA_5398;После первых бурных лет все в стране обвыклись с новой ролью [FromFrom.GetFullName]. Кто-то восхищается ей, а кто-то нет, но наиболее яростные споры и волнения понемногу сошли на нет. Теперь людей занимают иные вопросы. Она осталась в живых, хоть истории о ранних годах Героини [From.GetName] уже стали частью легенд.;x
DEATH_SACRIFICED;был принесен в жертву Богам $KILLER$;x
EVTDESC6031;Вы стоите неподвижно и вскоре демон понимает, что не властен ни над вашим телом, ни над бессмертной душой.;x
EVTOPTA6031;Я свободен!;x
EVTDESC_SOA_1003;О, праведнейший [Root.GetTitledFirstName], я обращаюсь к вам со смеренный просьбой в виду вашего долга перед нами. Мы не знаем отдыха в борьбе с враждебными прислужниками [From.Religion.GetHighGodName], так что мы испытываем отчаянную нехватку воинов, что поведут наших людей. Потому я бы хотел дать вашему способному и благородному дитю [FromFrom.GetFirstName] шанс вступить в наши ряды. Естественно, это лишит [FromFrom.GetHerHis] права наследования. Искренне ваш именем [From.Religion.GetHighGodName],\n\nВеликий Мастер [From.GetFirstName];x
EVTOPTA_SOA_1003;Очень хорошо, это хорошая судьба;x
EVTOPTB_SOA_1003;Вместо этого выплатить долг перед ними.;x
EVTOPTC_SOA_1003;Никогда!;x
EVTDESC_SOA_1011;Достопочтенный [Root.GetTitledFirstName], конечно же, мы, [From.PrimaryTitle.GetName], может одолжить вам 300 золотых. Все, что мы просим в замен, это ваша будущая помощь в решении опреленных проблем, что могут возникнуть. Славься [From.Religion.GetHighGodName],\n\nВеликий Мастер [From.GetFirstName];x
EVTDESC_SOA_1016;Мой правитель, [From.PrimaryTitle.GetName] готов защищать вас от [From.Religion.GetName]! Восхвалите [From.Religion.GetHighGodName],\n\nВеликий Мастер [From.GetFirstName];x
EVTDESC_SOA_1023;Дражайший [Root.GetTitledFirstName], ордену нужно больше замков для тренировки воинов и заработка средств. Я готов простить ваш долг, если вы позволите нам построить замок в [FromFrom.GetName]. Хвала [From.Religion.GetHighGodName],\n\nВеликий Мастер [From.GetFirstName];x
EVTOPTA_SOA_1023;Разумная просьба;x
EVTDESC_SOA_1024;[FromFrom.PrimaryTitle.GetName] воздвиг замок в [Root.GetName]!;x
EVTOPTA_SOA_1024;Поразительно!;x
EVTDESC_SOA_1031;[GetFromRelation], [From.GetTitledFirstName] хочет присоединиться к святому ордену [From.Religion.GetName] в их борьбе с неверными, хоть это и лишит его права на трон;x
EVTOPTA_SOA_1031;Ступай с моим благословлением.;x
EVTOPTB_SOA_1031;Ни в коем случае!;x
EVTTOOLTIP_SOA_1032;[This.GetTitledFirstName] становится священным рыцарем.;x
EVTTOOLTIP_SOA_1033;[This.GetTitledFirstName] разочарован.;x
EVTDESC_SOA_1053;О, праведнейший [Root.GetTitledFirstName], наш орден нуждается в новых замках для подготовки войск и заработка сдерств. До меня дошли сведения, что в ваших владениях есть подходящее место, в [FromFrom.GetName], если точнее. Я готов заплатить вам 100 золотых за право возвести там форт.\nСтавься [From.Religion.GetHighGodName],\n\nВеликий Мастер [From.GetFirstName];x
EVTDESC_SOA_1054;[FromFrom.PrimaryTitle.GetName] возвел замок в [Root.GetName]!;x
EVTDESC_SOA_1061;Ваше высочество, эта агрессия была ничем не обоснована! Нал орден служит [From.Religion.GetHighGodName], но возникает вопрос, служите ли вы?\n\nСо злобой и печалью,\n\nВеликий Мастер [From.GetFirstName];x
EVTOPTB_SOA_1061;Скатертью дорога!;x
EVTDESC_SOA_1141;Ваше высочество, этот необычайно щедрый дар не будет забыт. Отныне я ваш друг. Не сомневайтесь, [From.Religion.GetRandomGodName] наградит вас!\nСлавьте [From.Religion.GetHighGodName],\n\nВеликий Мастер [From.GetFirstName];x
DECADENCE_DESC;Все взрослые почитатели Ормазда, входящие в Совет, рискуют заполучить черту §YДекадент§!, особенно наиболее слабохарактерные из них. Количество Упадка, который приносят эти люди своей династии зависит от их социального статуса, как и полного числа владений, контролируемых династией. Упадок влияет на доход от налогов с владений и урон морали, получаемый войсками в бою. Способы контроля и уменьшения Упадка включают:\n§G*§! Дарование земельныз титулов членам династии\n§G*§! Успешное убеждение упадочный членов династии сойти с их грешного пути.\n§G*§! Заключение в тюрьму, изграние или убийство упадочных членов династии\n§G(На вкладке Религии имеется список декадентных членов династии.)§!\n\n Ящеролюди не знают концептов династии или упадка, но придают огромное значение пониманию и исполнению воли Сланнов и Древних.\n Когда правители Скинка недопонимает или, что еще хуже, игнорирует распоряжения Сланнов, когда действует в разрез с тем, что Священники Скинка считают Великим Планом, он теряет влияние и в конечном итоге будет смещен либо соратниками, либо подданными. К способам контроля и уменьшения Несоответствия относят:\n§G*§!Ведение Цветочный Войн и принесении пленников в жертву Древним.\n§G*§! Верная интерпретация знаков Сланнов.\n§G*§! Подобоющая забота о Сланнах и участие в их войнах.\n\n Взрослые Амазонки, не воспитавшие в себе должной свирепости и жажды битвы, могут впасть в Самодовольство, что может привести к тому, что сестры решат отстранить их от правления. Способы уменьшить Самодовольство включают: \n§G*§! Ведение Цветочных Войн и принесение пленников в жертву Богиням Амазонок.\n§G*§! Ритуальное празднование Воынй и Плодородия.\n§G*§! Изгнание или смещение Самодовольных родственников.;x
DECADENCE;Упадок Династии (Ормазд) — Несоответствие (Древние) — Самодовольство (Амазонки);x
ANY_ALL;неизвестная область;x
EVTDESC39300;Некий неортодоксальный художник работает над статуей, несомненно похожего на Ранальда, Бога-жулика и удачи. Он просит денег,чтобы закончить его, поскольку считает, что эта статуя сделает наш храм более интересным и эксцентричным.
EVTOPTA39300;Ранальд благословит меня!;x
EVTOPTB39300;Это ниже моего достоинства;x
EVTDESC39301;Молодой художник работает над тем, что является явно божественной статуей, изобрающего Морра, Бога смерти и сновидений. Он просит денег, чтобы закончить работу,по окончании работы мы можем разместить его в нашем храме!;x
EVTOPTA39301;Может быть Морр сохранить мою душу в своем царстве мертвых!;x
EVTOPTB39301;Мы не может этого себе позволить;x
EVTDESC39302;Молодой художник работает над тем, что является явно божественной статуей, изобрающего Шаллия, богиню врачевания и милосердия. Он просит денег, чтобы закончить работу,по окончании работы мы можем разместить его в нашем храме!;x
EVTOPTA39302;Я молюсь Кровоточащему Сердцу за советом;x
EVTOPTB39302;Мы не может этого себе позволить;x
EVTDESC39303;Молодой художник работает над тем, что является явно божественной статуей, изобрающего Верену,Богиню обучения и правосудия. Он просит денег, чтобы закончить работу,по окончании работы мы можем разместить его в нашем храме!;x
EVTOPTA39303;Поцелуй Сову, восславь Верену!.;x
EVTOPTB39303;Мы не может этого себе позволить;x
EVTDESC39304;Молодой художник работает над тем, что является явно божественной иконой, изображающей Мирмидию, Богиню Стратегии и Войны. Ему нужно помочь, чтобы он закончил её, чтобы мы могли поместить её в наш собственный храм!;x
EVTOPTA39304; Почитать Орлицу никогда не плохо;x
EVTOPTB39304;Мы не может этого себе позволить;x
dysentery;Кровавый Понос;x
dysentery_desc;Этот персонаж страдает от Кровавого Поноса — худшего варианта кровавой диареи, вызванной воспалением кишечника.;x
EVTDESC_RIP_11016;После очень тревожного обезвоживания и болей в животе, Кровавый Понос, наконец, закончился.;x
EVTDESC_RIP_11045_dysentery;
[From.GetTitledName] сколнен полагать, что вы находитесь на ранней стадии Кровавого Поноса. [From.GetSheHeCap] настаивает, чтобы вы выполняли [From.GetHerHis] инструкции.;x
EVTDESC_RIP_11045_dysentery_horse;[From.GetTitledName] сколнен полагать, что вы находитесь на ранней стадии Кровавого Поноса.  [From.GetSheHeCap] сочувствует вам, но настаивает, чтобы вы выполняли [From.GetHerHis] инструкции.;x
EVTDESC_RIP_11045_dysentery_certain;[From.GetTitledName] утверждает, что [From.GetHerHis] обширные медицинские подзнания привели [From.GetHerHim] к умозаключению, что вы демонстрируете ранние признаки Кровавого Поноса. [From.GetSheHeCap] настаивает на следовании [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_dysentery_sure;Опыт подсказывает [From.GetTitledName], что вас одолевают ранние признаки Кровавого Поноса. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_dysentery_uncertain;[From.GetTitledName] определяет, что вас одолевают ранние признаки Кровавого Поноса. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESCRIP.5033;Большую часть бодрствования вы проводите в уборной, извергая жидкие, кровавые нечистоты. Вы подхватили Кровавый Понос.;x
tuberculosis;Кашель Долгоносика;x
TUBERCULOSIS_INFO;Здесь бушует ужасающий бич Кашля Долгоносика.;x
has_tuberculosis;Кашель Долгоносика;x
has_tuberculosis_desc;Этого персонажа сотрясают приступы кровавого кашля, известного как Кашель Долгоносика.;x
has_tuberculosis_death;от Кашля Долгоносика;x
EVTDESC_RIP_11045_has_tuberculosis;[From.GetTitledName] практически уверен, что у вас развиваются признаки Кашля Долгоносика. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_tuberculosis_horse;[From.GetTitledName] считает, что ваш хрипите как конь, и убежден, что у вас развивается Кашель Долгоносика. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_tuberculosis_certain;[From.GetTitledName] утверждает, что [From.GetHerHis] обширные медицинские познания привели [From.GetHerHim] к умозаключению, что у вас развивается Кашель Долгоносика. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_tuberculosis_sure;[From.GetTitledName] уверен[From.get_feminine_ending], что у вас развивается Кашель Долгоносика. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_tuberculosis_uncertain;[From.GetTitledName] неуверенно предполагает, что, возможно, вас одолевает Кашель Долгоносика или что-то вроде того. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESCRIP.5028;Вас сотрясают приступы кашля с кровавой мокротой. Вы потеряли аппетит, и сон больше не приносит облегчения. Вы подхватили Кашель Долгоносика.;x
has_typhoid_fever;Болен Охровой Оспой;x
has_typhoid_fever_desc;Этот персонаж болен ужасающим заболеванием, известным как Охровая Оспа.;x
has_typhoid_fever_death;от Охровой Оспы;x
typhoid_fever;Охровая Оспа;x
EVTDESC_RIP_11045_has_typhoid_fever;[From.GetTitledName] довольно уверен, что у вас развивается Охровая Оспа. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhoid_fever_horse;[From.GetTitledName] довольно уверен, что у вас развивается Охровая Оспа, хоть пока что ваше состояние и стабильно. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhoid_fever_certain;[From.GetTitledName] утверждает, что [From.GetHerHis] обширные медицинские познания привели [From.GetHerHim] к увозаключению, что у вас развивается Охровая Оспа. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhoid_fever_sure;[From.GetTitledName] уверен, что у вас развивается Охровая Оспа. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhoid_fever_uncertain;[From.GetTitledName] неуверенно предполагает, что у вас, вероятно, развивается Охровая Оспа или что-то типа того. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESCRIP.5029;Вы чувствуете, будто горите изнутри, и иногда затрудняетесь отделить сны от реальности. Вы подхватили Охровую Оспу.;x
TYPHUS_INFO;Ужасающая Охровая Оспа неудержима.;x
typhus;Красный Cифилис;x
has_typhus;Красный Cифилис;x
has_typhus_desc;Этот персонаж болен лихорадкой, известной как Красный Сифилис.;x
has_typhus_death;от Красного Сифилиса;x
EVTDESC_RIP_11045_has_typhus;[From.GetTitledName] практически уверен[From.get_feminine_ending], что вы подхватили Красный Сифилис. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhus_horse;[From.GetTitledName] практически уверен[From.get_feminine_ending], что вы подхватили Красный Сифилис, болезнь, способную оказать влияние на восприятие дейсвительности. [From.GetSheHeCap]  на мгновение прерывается, встрахивает гривой и несколько раз бьет копытом в пол, прежде чем предупредить вас о неоходимости отслеживать признаки подступающего безумия. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhus_certain;[From.GetTitledName] утверждает, что [From.GetHerHis] обширные медицинские познания привели [From.GetHerHim] к умозаключению, что у вас развивается Красный Сифилис. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhus_sure;[From.GetTitledName] убежден[From.get_feminine_ending], что у вас развивается Красный Сифилис. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_typhus_uncertain;[From.GetTitledName] неуверенно заявляет, что, вероятно, у вас развивается Красный Сифилис или что-то вроде того. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESCRIP.5040;Ваш разум затуманен, по телу распространяется тускловато-красная сыпь. Вы чувствуете жар и боль в суставах. У вас Красный Сифилис.;x
measles;Зелёная Корь;x
MEASLES_INFO;В этих владениях эпидемия Зелёной Кори.;x
has_measles;Зелёная Корь;x
has_measles_desc;Этот персонаж страдает от Зелёной Кори, довольно опасной болезни.;x
has_measles_death;от Зелёной Кори;x
EVTDESC_RIP_11028;Лихорадка, охвативатившая вас не так давно, вернулась с новой силой. Тем временем, зеленоватые нарывы прошли.;x
EVTDESC_RIP_11045_has_measles;[From.GetTitledName] практически уверен[From.get_feminine_ending], что у вас Зеленая Корь. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_measles_horse;[From.GetTitledName] практически уверен[From.get_feminine_ending], что у вас Зеленая Корь, но надеется, что не надолго. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_measles_certain;[From.GetTitledName] утверждает, что [From.GetHerHis] обширные медицинские познания привели [From.GetHerHim] к умозаключению, что у вас Зеленая Корь. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_measles_sure;[From.GetTitledName] уверен[From.get_feminine_ending], что у вас Зеленая Корь. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_measles_uncertain;[From.GetTitledName] неуверенно предполагает, что, вероятно, у вас Зеленая Корь. Или Розовый Сифилис? Нет, определенно это именно Зеленая Корь. Наверное. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESCRIP.5031;У вас высокая температура, по телу постепенно распространяются зеленые нарывы. Вы подхватити Зеленую Корь.;x
small_pox;Гулья Оспа;x
SMALLPOX_INFO;В этой стране разразилась эпидемия Гульей Оспы.;x
has_small_pox;Гулья Оспа;x
has_small_pox_desc;Этот персонаж болен ужасающей Гульей Оспой, от которой умирает практически половина заразившихся.;x
has_small_pox_death;от Гульей Оспы;x
EVTDESC_RIP_11045_has_small_pox;[From.GetTitledName] волнуется, что вы могли заразиться Гульей Оспой. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_small_pox_horse;[From.GetTitledName] беспокоится, что ваше правление может подходить к концу, так как по всем признакам у вас развивается Гулья Оспа. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_small_pox_certain;[From.GetTitledName] утверждает, что [From.GetHerHis] обширные медицинские познания привели [From.GetHerHim] к умозаключения, что у вас развивается Гулья Оспа. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_small_pox_sure;[From.GetTitledName] беспокоится, что у вас развивается Гулья Оспа. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESC_RIP_11045_has_small_pox_uncertain;[From.GetTitledName] определяет, что скорее всего у вас развивается Гулья Оспа, что не так плохо, как звучит, поскольку опасна она лишь для гулей, как [From.GetSheHeCap] полагает. [From.GetSheHeCap] настаивает, чтобы вы следовали [From.GetHerHis] инструкциям.;x
EVTDESCRIP.5030;Вчера у вас на лице появились язвы, постепенно распространившиеся по всему телу. Теперь они превращаются в белесые огрубевшие наросты на коже. Вы заболели Гульей Оспой.;x
syphilitic;Болен Круцем (Чесоткой);x
syphilitic_desc;Этот персонаж страдает от 'Круца', венерических язв.;x
syphilitic_death;от Круца;x
INSULT_SYPHILITIC;Козоеб;x
